tiempo_s,aceleracion_z
11.010,-10.153
11.020,-10.198
11.030,-10.243
11.040,-10.287
11.050,-10.326
11.060,-10.365
11.070,-10.404
11.080,-10.498
11.090,-10.603
11.100,-10.708
11.110,-10.818
11.120,-10.932
11.130,-11.046
11.140,-11.130
11.150,-11.073
11.160,-11.016
11.170,-10.959
11.180,-10.623
11.190,-10.233
11.200,-9.843
11.210,-9.535
11.220,-9.307
11.230,-9.079
11.240,-8.877
11.250,-8.799
11.260,-8.721
11.270,-8.643
11.280,-8.655
11.290,-8.685
11.300,-8.715
11.310,-8.698
11.320,-8.635
11.330,-8.572
11.340,-8.537
11.350,-8.639
11.360,-8.741
11.370,-8.843
11.380,-9.023
11.390,-9.218
11.400,-9.413
11.410,-9.567
11.420,-9.681
11.430,-9.795
11.440,-9.896
11.450,-9.935
11.460,-9.974
11.470,-10.013
11.480,-10.040
11.490,-10.064
11.500,-10.088
11.510,-10.112
11.520,-10.136
11.530,-10.160
11.540,-10.188
11.550,-10.236
11.560,-10.284
11.570,-10.332
11.580,-10.382
11.590,-10.433
11.600,-10.484
11.610,-10.516
11.620,-10.528
11.630,-10.540
11.640,-10.548
11.650,-10.536
11.660,-10.524
11.670,-10.512
11.680,-10.495
11.690,-10.477
11.700,-10.459
11.710,-10.409
11.720,-10.325
11.730,-10.241
11.740,-10.137
11.750,-9.934
11.760,-9.730
11.770,-9.526
11.780,-9.423
11.790,-9.342
11.800,-9.261
11.810,-9.186
11.820,-9.117
11.830,-9.048
11.840,-8.978
11.850,-8.900
11.860,-8.822
11.870,-8.744
11.880,-8.784
11.890,-8.850
11.900,-8.916
11.910,-9.012
11.920,-9.138
11.930,-9.264
11.940,-9.390
11.950,-9.519
11.960,-9.648
11.970,-9.777
11.980,-9.866
11.990,-9.947
12.000,-10.028
12.010,-10.080
12.020,-10.101
12.030,-10.122
12.040,-10.143
12.050,-10.164
12.060,-10.185
12.070,-10.206
12.080,-10.215
12.090,-10.221
12.100,-10.227
12.110,-10.253
12.120,-10.301
12.130,-10.349
12.140,-10.395
12.150,-10.428
12.160,-10.461
12.170,-10.494
12.180,-10.500
12.190,-10.500
12.200,-10.500
12.210,-10.500
12.220,-10.500
12.230,-10.500
12.240,-10.488
12.250,-10.404
12.260,-10.320
12.270,-10.236
12.280,-10.142
12.290,-10.046
12.300,-9.950
12.310,-9.815
12.320,-9.638
12.330,-9.461
12.340,-9.303
12.350,-9.255
12.360,-9.207
12.370,-9.159
12.380,-9.106
12.390,-9.052
12.400,-8.998
12.410,-8.973
12.420,-8.979
12.430,-8.985
12.440,-9.002
12.450,-9.086
12.460,-9.170
12.470,-9.254
12.480,-9.362
12.490,-9.476
12.500,-9.590
12.510,-9.696
12.520,-9.792
12.530,-9.888
12.540,-9.975
12.550,-10.014
12.560,-10.053
12.570,-10.092
12.580,-10.112
12.590,-10.127
12.600,-10.142
12.610,-10.159
12.620,-10.176
12.630,-10.194
12.640,-10.215
12.650,-10.248
12.660,-10.281
12.670,-10.314
12.680,-10.347
12.690,-10.380
12.700,-10.413
12.710,-10.441
12.720,-10.465
12.730,-10.489
12.740,-10.511
12.750,-10.517
12.760,-10.523
12.770,-10.529
12.780,-10.482
12.790,-10.422
12.800,-10.362
12.810,-10.274
12.820,-10.154
12.830,-10.034
12.840,-9.906
12.850,-9.729
12.860,-9.552
12.870,-9.375
12.880,-9.294
12.890,-9.237
12.900,-9.180
12.910,-9.110
12.920,-9.023
12.930,-8.936
12.940,-8.863
12.950,-8.887
12.960,-8.911
12.970,-8.935
12.980,-9.017
12.990,-9.112
13.000,-9.208
13.010,-9.314
13.020,-9.431
13.030,-9.548
13.040,-9.662
13.050,-9.755
13.060,-9.848
13.070,-9.941
13.080,-9.991
13.090,-10.030
13.100,-10.069
13.110,-10.091
13.120,-10.094
13.130,-10.097
13.140,-10.102
13.150,-10.114
13.160,-10.126
13.170,-10.138
13.180,-10.173
